0	1.09676594
6.60371E-05	1.096762
0.000351976	1.096654
0.000637914	1.0964613
0.000923853	1.0961912
0.00120979	1.0958488
0.00149573	1.0954379
0.00178167	1.094971
0.00206761	1.0944654
0.00235355	1.0939016
0.00263949	1.0933351
0.00292542	1.0927339
0.00321136	1.0921195
0.0034973	1.0914973
0.00378324	1.0908769
0.00406918	1.0902573
0.00435512	1.089647
0.00464106	1.0890449
0.00492699	1.0884556
0.00521293	1.0878787
0.00549887	1.087315
0.00578481	1.0867645
0.00607075	1.0862257
0.00635669	1.0856992
0.00664263	1.0851814
0.00692857	1.0846733
0.0072145	1.0841705
0.00750044	1.0836742
0.00778638	1.0831797
0.00807232	1.0826881
0.00835826	1.082195
0.0086442	1.0817014
0.00893014	1.0812031
0.00921607	1.0807012
0.00950201	1.0801917
0.00978795	1.0796748
0.0100739	1.0791504
0.0103598	1.0786148
0.0106458	1.0780694
0.0109317	1.0775111
0.0112176	1.0769411
0.0115036	1.0763566
0.0117895	1.0757584
0.0120755	1.0751446
0.0123614	1.0745158
0.0126473	1.07387
0.0129333	1.0732081
0.0132192	1.0725282
0.0135052	1.0718308
0.0137911	1.0711146
0.014077	1.0703803
0.014363	1.0696263
0.0146489	1.0688529
0.0149348	1.0680592
0.0152208	1.0672455
0.0155067	1.0664105
0.0157927	1.0655549
0.0160786	1.0646773
0.0163645	1.0637782
0.0166505	1.0628564
0.0169364	1.0619122
0.0172224	1.0609448
0.0175083	1.0599545
0.0177942	1.0589401
0.0180802	1.0579019
0.0183661	1.0568387
0.0186521	1.0557514
0.018938	1.0546382
0.0192239	1.0534999
0.0195099	1.0523351
0.0197958	1.0511439
0.0200817	1.0499264
0.0203677	1.048681
0.0206536	1.0474085
0.0209396	1.0461074
0.0212255	1.0447782
0.0215114	1.0434195
0.0217974	1.0420318
0.0220833	1.0406135
0.0223693	1.0391653
0.0226552	1.0376856
0.0229411	1.0361751
0.0232271	1.034632
0.023513	1.0330568
0.0237989	1.0314481
0.0240849	1.0298064
0.0243708	1.0281298
0.0246568	1.0264191
0.0249427	1.0246723
0.0252286	1.0228903
0.0255146	1.0210712
0.0258005	1.0192154
0.0260865	1.0173209
0.0263724	1.0153889
0.0266583	1.0134168
0.0269443	1.0114056
0.0272302	1.009353
0.0275161	1.0072601
0.0278021	1.0051242
0.028088	1.0029464
0.028374	1.0007243
0.0286599	0.99845884
0.0289458	0.99614727
0.0292318	0.99379081
0.0295177	0.99138663
0.0298037	0.98893493
0.0300896	0.98643586
0.0303755	0.98388662
0.0306615	0.98128826
0.0309474	0.97863779
0.0312334	0.97593662
0.0315193	0.97318122
0.0318052	0.97037336
0.0320912	0.96750952
0.0323771	0.96459127
0.032663	0.96161493
0.032949	0.95858207
0.0332349	0.95548918
0.0335209	0.95233784
0.0338068	0.94912436
0.0340927	0.94585014
0.0343787	0.94251165
0.0346646	0.93911032
0.0349506	0.93564226
0.0352365	0.93210942
0.0355224	0.92850738
0.0358084	0.92483827
0.0360943	0.92109769
0.0363802	0.91728756
0.0366662	0.91340349
0.0369521	0.90944742
0.0372381	0.90541511
0.037524	0.90130851
0.0378099	0.89712269
0.0380959	0.8928601
0.0383818	0.88851601
0.0386678	0.88409252
0.0389537	0.87958469
0.0392396	0.874995
0.0395256	0.87031835
0.0398115	0.86555507
0.0400975	0.86070623
0.0403834	0.85576603
0.0406693	0.85073762
0.0409553	0.84561519
0.0412412	0.84040158
0.0415271	0.83509148
0.0418131	0.82968755
0.042099	0.82418433
0.042385	0.81858445
0.0426709	0.81288264
0.0429568	0.80708153
0.0432428	0.80117585
0.0435287	0.79516806
0.0438147	0.78905306
0.0441006	0.78283348
0.0443865	0.77650421
0.0446725	0.77006756
0.0449584	0.76351858
0.0452443	0.75685993
0.0455303	0.75008666
0.0458162	0.74320125
0.0461022	0.73619876
0.0463881	0.72908202
0.046674	0.72184591
0.04696	0.71449343
0.0472459	0.70701965
0.0475319	0.69942721
0.0478178	0.69171189
0.0481037	0.68387615
0.0483897	0.67591558
0.0486756	0.66783319
0.0489616	0.65962457
0.0492475	0.65129253
0.0495334	0.64283339
0.0498194	0.63424801
0.0501053	0.62553747
0.0503912	0.61669875
0.0506772	0.60773416
0.0509631	0.5986407
0.0512491	0.58942101
0.051535	0.58007245
0.0518209	0.57059765
0.0521069	0.56099434
0.0523928	0.55126498
0.0526788	0.5414078
0.0529647	0.53142528
0.0532506	0.52131617
0.0535366	0.51108294
0.0538225	0.50072454
0.0541084	0.49024361
0.0543944	0.47963962
0.0546803	0.46891503
0.0549663	0.45807002
0.0552522	0.44710689
0.0555381	0.4360265
0.0558241	0.42483079
0.05611	0.41352153
0.056396	0.40210048
0.0566819	0.39056975
0.0569678	0.37893145
0.0572538	0.36718822
0.0575397	0.35534165
0.0578256	0.34339544
0.0581116	0.33135081
0.0583975	0.31921234
0.0586835	0.3069811
0.0589694	0.294662
0.0592553	0.28225611
0.0595413	0.26976924
0.0598272	0.25720367
0.0601132	0.24456082
0.0603991	0.23184807
0.060685	0.21906543
0.060971	0.20622046
0.0612569	0.19331335
0.0615429	0.18035166
0.0618288	0.16733628
0.0621147	0.15427469
0.0624007	0.14116762
0.0626866	0.12802301
0.0629725	0.1148417
0.0632585	0.10163167
0.0635444	0.088393917
0.0638304	0.075136498
0.0641163	0.06186047
0.0644022	0.048573966
0.0646882	0.035278114
0.0649741	0.021981048
0.0652601	0.008683915
0.065546	-0.004605106
0.0658319	-0.017884923
0.0661179	-0.031147343
0.0664038	-0.044391365
0.0666897	-0.057608785
0.0669757	-0.070798741
0.0672616	-0.083953047
0.0675476	-0.097070998
0.0678335	-0.11014446
0.0681194	-0.12317291
0.0684054	-0.13614825
0.0686913	-0.14907024
0.0689773	-0.16193087
0.0692632	-0.17473008
0.0695491	-0.18745996
0.0698351	-0.20011884
0.070121	-0.21270483
0.070407	-0.22521089
0.0706929	-0.23763632
0.0709788	-0.24997531
0.0712648	-0.26222698
0.0715507	-0.27438622
0.0718366	-0.28645144
0.0721226	-0.29841861
0.0724085	-0.31028613
0.0726945	-0.32205031
0.0729804	-0.33370938
0.0732663	-0.34526071
0.0735523	-0.35670201
0.0738382	-0.36803134
0.0741242	-0.37924658
0.0744101	-0.39034616
0.074696	-0.40132779
0.074982	-0.41219058
0.0752679	-0.42293224
0.0755538	-0.43355261
0.0758398	-0.44404903
0.0761257	-0.45442204
0.0764117	-0.464669
0.0766976	-0.47479061
0.0769835	-0.4847844
0.0772695	-0.49465179
0.0775554	-0.50439031
0.0778414	-0.51400136
0.0781273	-0.52348249
0.0784132	-0.53283599
0.0786992	-0.54205937
0.0789851	-0.55115477
0.0792711	-0.56011989
0.079557	-0.56895773
0.0798429	-0.57766704
0.0801289	-0.58624643
0.0804148	-0.59469959
0.0807007	-0.6030237
0.0809867	-0.61122282
0.0812726	-0.61929394
0.0815586	-0.62724113
0.0818445	-0.63506173
0.0821304	-0.64276015
0.0824164	-0.65033358
0.0827023	-0.65778658
0.0829883	-0.66511635
0.0832742	-0.67232746
0.0835601	-0.67941762
0.0838461	-0.68639106
0.084132	-0.69324566
0.0844179	-0.699986
0.0847039	-0.70660963
0.0849898	-0.71312128
0.0852758	-0.71951867
0.0855617	-0.72580674
0.0858476	-0.73198283
0.0861336	-0.73805207
0.0864195	-0.74401215
0.0867055	-0.74986783
0.0869914	-0.755617
0.0872773	-0.76126441
0.0875633	-0.76680795
0.0878492	-0.77225255
0.0881351	-0.77759574
0.0884211	-0.78284281
0.088707	-0.78799111
0.088993	-0.7930461
0.0892789	-0.79800497
0.0895648	-0.80287318
0.0898508	-0.80765018
0.0901367	-0.81233494
0.0904227	-0.81693325
0.0907086	-0.82144213
0.0909945	-0.82586686
0.0912805	-0.83020515
0.0915664	-0.83446192
0.0918524	-0.83863471
0.0921383	-0.84272829
0.0924242	-0.84674087
0.0927102	-0.8506767
0.0929961	-0.85453384
0.093282	-0.85831685
0.093568	-0.86202364
0.0938539	-0.86565859
0.0941399	-0.86921996
0.0944258	-0.87271178
0.0947117	-0.8761323
0.0949977	-0.8794854
0.0952836	-0.88276966
0.0955696	-0.88598878
0.0958555	-0.88914135
0.0961414	-0.89223072
0.0964274	-0.89525583
0.0967133	-0.89822002
